Time,Bits
14158,104
14164,104
14170,104
14175,104
14181,104
14187,104
14193,104
14199,104
14204,104
14210,104
14216,104
14222,104
14228,104
14233,104
14239,104
14245,104
14251,104
14256,104
14262,104
14268,104
14274,104
14280,104
14285,104
14291,104
14297,104
14303,104
14309,104
14314,104
14320,104
14326,104
14332,104
14338,104
14343,104
14349,104
14355,103
14361,103
14367,103
14372,103
14378,103
14384,103
14390,103
14396,103
14401,102
14407,102
14413,102
14419,102
14424,102
14430,102
14436,101
14442,101
14448,101
14453,101
14459,101
14465,101
14471,100
14477,100
14482,100
14488,100
14494,100
14500,100
14506,99
14511,99
14517,99
14523,99
14529,99
14534,98
14540,98
14546,98
14551,98
14557,98
14563,98
14569,97
14574,97
14580,97
14586,97
14592,97
14597,97
14603,96
14609,96
14615,96
14620,96
14626,96
14632,96
14637,96
14643,96
14649,95
14655,95
14660,95
14666,95
14672,95
14678,95
14683,95
14689,95
14695,95
14701,95
14706,95
14712,95
14718,95
14723,95
14729,95
14735,95
14741,95
14746,95
14752,95
14758,95
14764,95
14769,95
14775,95
14781,95
14787,95
14792,95
14798,95
14804,95
14810,95
14815,95
14821,95
14827,95
14833,95
14838,95
14844,95
14850,95
14855,96
14861,96
14867,96
14873,96
14878,96
14884,96
14890,96
14896,96
14901,97
14907,97
14913,97
14919,97
14924,97
14930,97
14936,98
14942,98
14947,98
14953,98
14959,98
14965,98
14970,99
14976,99
14982,99
14987,99
14993,99
14999,99
15005,100
15011,100
15016,100
15022,100
15028,100
15034,101
15039,101
15045,101
15051,101
15057,101
15063,101
15068,102
15074,102
15080,102
15086,102
15092,102
15097,102
15103,102
15109,103
15115,103
15120,103
15126,103
15132,103
15138,103
15144,103
15149,104
15155,104
15161,104
15167,104
15173,104
15178,104
15184,104
15190,104
15196,104
15202,104
15207,104
15213,104
15219,104
15225,104
15230,104
15236,104
15242,104
15248,104
15254,104
15259,104
15265,104
15271,104
15277,104
15283,104
15288,104
15294,104
15300,104
15306,104
15312,104
15317,104
15323,104
15329,104
15335,104
15341,104
15346,104
15352,104
15358,103
15364,103
15370,103
15375,103
15381,103
15387,103
15393,103
15398,103
15404,102
15410,102
15416,102
15422,102
15427,102
15433,102
15439,101
15445,101
15451,101
15456,101
15462,101
15468,101
15474,100
15480,100
15485,100
15491,100
15497,100
15503,99
15508,99
15514,99
15520,99
15526,99
15531,99
15537,98
15543,98
15549,98
15554,98
15560,98
15566,98
15572,97
15577,97
15583,97
15589,97
15594,97
15600,97
15606,96
15612,96
15617,96
15623,96
15629,96
15635,96
15640,96
15646,96
15652,95
15658,95
15663,95
15669,95
15675,95
15680,95
15686,95
15692,95
15698,95
15703,95
15709,95
15715,95
15721,95
15726,95
15732,95
15738,95
15744,95
15749,95
15755,95
15761,95
15767,95
15772,95
15778,95
15784,95
15789,95
15795,95
15801,95
15807,95
15812,95
15818,95
15824,95
15830,95
15835,95
15841,95
15847,95
15853,95
15858,96
15864,96
15870,96
15876,96
15881,96
15887,96
15893,96
15899,97
15904,97
15910,97
15916,97
15922,97
15927,97
15933,97
15939,98
15944,98
15950,98
15956,98
15962,98
15967,98
15973,99
15979,99
15985,99
15990,99
15996,99
16002,100
16008,100
16013,100
16019,100
16025,100
16031,100
16037,101
16042,101
16048,101
16054,101
16060,101
16066,101
16071,102
16077,102
16083,102
16089,102
16094,102
16100,102
16106,103
16112,103
16118,103
16123,103
16129,103
16135,103
16141,103
16146,103
16152,104
16158,104
16164,104
16170,104
16175,104
16181,104
16187,104
